SP_Hole_ID,From_Hole_Position,To_Hole_Position,SB_Box_Label,lith_test,F_ppm,Na_pct,Mg_pct,Al_pct,Si_pct,P_pct,S_pct,K_pct,Sc_ppm,Ti_ppm,V_ppm,Li_ppm,Be_ppm,Ca_pct,Cr_ppm,Mn_ppm,Fe_pct,Co_ppm,Ni_ppm,Cu_ppm,Zn_ppm,Ga_ppm,As_ppm,Se_ppm,Rb_ppm,Sr_ppm,Y_ppm,Zr_ppm,Nb_ppm,Mo_ppm,Ag_ppm,Cd_ppm,In_ppm,Sn_ppm,Sb_ppm,Te_ppm,Cs_ppm,Ba_ppm,La_ppm,Ce_ppm,Pr_ppm,Nd_ppm,Sm_ppm,Eu_ppm,Gd_ppm,Tb_ppm,Dy_ppm,Ho_ppm,Er_ppm,Tm_ppm,Yb_ppm,Lu_ppm,Hf_ppm,Ta_ppm,W_ppm,Re_ppm,Tl_ppm,Pb_ppm,Bi_ppm,Th_ppm,U_ppm
GV003,6,7,3,1,8621.3515,0.2946,1.2666,5.3165125,21.6529875,0.1193375,3.5416625,2.5923375,8.67725,3118.884875,77.835625,38.61666667,1.9935,1.459216667,106.4086667,983.1295,8.513033333,30.33366667,27.4445,368.3781667,858.0926667,21.52283333,84.17883333,2.1655,282.726,261.3346667,53.65366667,197.6633333,26.73083333,78.98083333,1.101166667,0.598333333,0.122666667,11.23916667,36.63766667,0.669666667,3.527833333,16983.736,672.0823333,881.1716667,63.51633333,181.8365,20.91266667,7.607333333,12.876,1.674833333,9.811666667,1.958166667,5.624666667,0.668333333,4.882166667,0.735166667,6.1655,1.324833333,78.05066667,0.003833333,1.142166667,288.3353333,1.484166667,21.8415,33.68310661
GV003,7,8,3,1,8361.412625,0.30135,1.1841,5.03135,20.4518375,0.124225,3.8738625,2.5172125,7.851,2909.263625,76.538125,42.714,1.939555556,1.409188889,169.0202222,719.995,9.498577778,34.90444444,38.20611111,500.7953333,1377.053778,21.69966667,94.14333333,2.246666667,280.4237778,265.6155556,47.67344444,178.2205556,26.30744444,93.57644444,0.925444444,0.929222222,0.129111111,11.56566667,37.69,0.683333333,3.468777778,18622.64911,624.6266667,848.3513333,62.46355556,176.8893333,20.853,7.438,12.939,1.643,9.074222222,1.830666667,5.035222222,0.593444444,4.501,0.656333333,5.641777778,1.14,84.97311111,0.003444444,1.169111111,320.0191111,1.358888889,20.31844444,34.96450135
GV003,8,9,3,1,11512.51514,0.296742857,1.163985714,4.620457143,20.69361429,0.123542857,3.620242857,2.237157143,7.767571429,2916.023,79.56742857,43.005,1.843833333,1.642583333,154.2548333,558.285,9.063033333,32.41833333,32.02483333,461.9016667,1283.945667,20.0695,100.9741667,2.1985,276.4066667,267.8725,50.0895,185.467,27.17466667,91.60966667,0.9315,0.732166667,0.127,11.23033333,43.34716667,0.7035,3.424333333,17284.606,602.504,826.624,61.45533333,174.4555,20.84783333,7.534833333,13.4895,1.688666667,9.4325,1.8705,5.229333333,0.604833333,4.613833333,0.685833333,5.909833333,1.2195,80.87183333,0.0035,1.167166667,321.2,1.8925,21.51533333,33.72703312
GV003,9,10,3,1,15811.40763,0.43885,1.2833625,5.033875,22.403625,0.1278875,3.2355375,2.4966,8.726,3186.911625,86.361125,44.182875,1.8415,2.562225,194.643875,543.304375,8.0059125,34.162,47.61825,562.345,1551.460875,20.062375,113.394375,2.303625,273.519625,301.863,60.18825,223.914625,29.051125,102.085625,1.148875,1.068,0.129875,13.474,61.573875,0.876875,3.693,18887.69213,848.873,1076.101625,80.062375,215.478625,23.751375,9.820625,15.095,1.944,10.929,2.137,5.972375,0.70775,5.118625,0.77275,6.606125,1.421125,103.725,0.005125,1.195,325.31,3.227375,24.019125,40.99367164
GV003,10,11,4,1,14220.20622,0.312077778,1.359922222,5.032566667,21.60892222,0.123244444,3.632188889,2.525944444,8.977777778,3208.253333,84.48877778,44.51344444,1.825888889,2.259133333,197.8992222,521.1436667,8.800511111,34.49644444,63.07911111,869.3323333,1492.584889,20.53788889,143.8324444,2.376444444,275.025,306.4057778,51.86988889,220.9778889,28.03988889,125.243,1.217555556,1.510222222,0.128333333,13.23211111,87.72922222,1.04,3.698333333,19932.928,746.0037778,938.8825556,65.83333333,177.4286667,20.61977778,9.317111111,13.09377778,1.68,9.705444444,1.935,5.385333333,0.642444444,4.751666667,0.702555556,6.580444444,1.292777778,122.4698889,0.005111111,1.201111111,362.5132222,3.607333333,25.34633333,41.23786086
GV003,11,12,4,1,8846.5444,0.29424,1.19936,5.16488,20.51351,0.12129,3.8598,2.53913,8.1378,2929.5046,83.9249,42.2101,1.9401,1.38784,177.6812,1744.2296,9.45916,36.7682,54.2431,634.5586,1390.3922,20.8632,118.1042,2.3487,272.8058,271.9255,48.2999,178.9525,27.4745,111.742,1.2211,1.2553,0.1322,12.5292,62.6349,0.8222,3.632,19375.7347,712.4848,954.3793,70.8545,200.7684,22.5779,8.3693,13.3208,1.7098,9.2466,1.8741,5.1421,0.6097,4.5255,0.6479,5.531,1.1671,101.6399,0.0052,1.1672,354.265,1.9881,22.0218,38.11470267
GV003,12,13,4,1,8718.6336,0.4845,1.00508,4.57436,21.10522,0.12432,3.73964,2.37996,7.623,2922.797,78.018,43.5768,1.866,1.3471,197.8684,593.9582,8.68774,35.6528,47.1674,947.1426,1573.94,20.6034,98.8394,2.3404,277.7512,276.4884,52.4278,177.607,27.2862,116.3896,1.1252,1.1882,0.1312,12.7492,41.6364,0.873,3.5962,19740.7586,809.3162,1115.7452,82.1726,223.863,24.5942,8.9326,14.979,1.8542,9.8128,1.9842,5.341,0.6336,4.776,0.684,5.4908,1.2282,110.6404,0.0038,1.1784,335.242,1.4956,20.6998,40.04836153
GV003,13,14,5,1,10777.932,0.290466667,1.130733333,4.838933333,20.35646667,0.1331,3.9258,2.534633333,7.642333333,2988.257,86.997,44.528,1.923666667,1.402,188.843,881.8026667,9.617333333,34.76066667,26.479,355.9946667,1484.745667,21.38466667,92.05833333,2.271666667,283.1516667,269.9663333,45.41433333,177.1833333,25.977,84.91166667,1.109,0.529333333,0.13,11.655,40.62333333,0.707,3.532666667,17736.51467,630.4496667,846.3826667,61.191,176.6056667,20.168,7.211666667,12.17333333,1.555,8.775,1.783666667,4.917333333,0.579666667,4.384333333,0.626333333,5.596,1.082666667,78.23933333,0.003333333,1.153666667,322.2763333,1.677666667,19.59133333,32.557626
GV003,14,15,5,1,10147.466,0.28525,1.21944,5.03527,21.7373,0.18806,3.51843,2.51442,9.1345,3195.2494,98.1826,43.1418,1.9328,1.59268,152.6122,717.6609,9.11987,33.6495,33.6635,724.1686,1241.4617,20.3918,97.7262,2.3349,280.4586,275.0884,54.2068,194.5555,26.9278,112.1881,1.2125,0.7842,0.1293,12.1298,42.4376,0.9028,3.6127,18572.2428,687.0662,919.9221,68.2306,188.7858,23.1158,8.2136,14.5132,1.8327,10.3086,2.0271,5.5985,0.664,4.9173,0.7188,6.0007,1.1336,101.8395,0.0042,1.1693,311.3005,1.7416,20.2996,36.81092562
GV003,15,16,5,1,10161.61175,0.348125,1.21085,5.180775,21.878925,0.13035,3.516,2.545625,8.15275,3041.731,81.1475,42.941,1.941,1.8282,139.9708,541.521,8.25038,31.3138,31.8738,619.2086,1176.9036,21.0372,100.707,2.3004,279.8864,283.196,52.9256,195.334,27.1346,101.9562,1.1218,0.729,0.1288,12.8992,45.3182,0.847,3.7046,18326.2832,834.4354,1159.6838,84.7648,232.903,25.9372,9.2564,15.4728,1.9658,10.1636,2.0422,5.4766,0.6558,4.8842,0.6992,6.1218,1.2844,103.5598,0.004,1.1838,319.3122,2.1408,21.6862,38.41676879
GV003,16,17,6,1,11366.46867,0.307,1.235344444,5.2542,21.61575556,0.179588889,3.727077778,2.612144444,8.473888889,3094.735444,81.50211111,43.40688889,1.825333333,1.890477778,177.8527778,496.3265556,8.082622222,31.14066667,38.26788889,506.3958889,1393.478889,21.16933333,96.57211111,2.278777778,277.9272222,294.883,54.78111111,220.9305556,27.88066667,102.2234444,1.032777778,1.030555556,0.126111111,12.53755556,43.05733333,0.882555556,3.666555556,18435.03667,766.722,1033.178,75.72166667,208.6735556,23.16088889,8.292111111,14.45055556,1.808888889,10.17755556,2.012222222,5.605222222,0.661222222,4.955666667,0.747222222,6.649222222,1.342333333,103.7532222,0.003888889,1.198333333,336.5102222,2.064111111,25.02055556,37.07137822
GV003,17,18,6,1,11413.64786,0.266042857,1.192357143,5.164542857,21.4851,0.1381,3.570828571,2.581757143,8.211857143,3032.315429,77.40285714,40.87585714,1.921714286,1.8933,128.4605714,1139.872857,8.786185714,32.20757143,46.82414286,453.4018571,926.9711429,20.63514286,112.3825714,2.26,277.3131429,286.0234286,53.33485714,199.5448571,27.19742857,88.83828571,0.967571429,1.066857143,0.125571429,12.45585714,56.57828571,0.802714286,3.658,18579.91329,741.5357143,1012.947714,74.55971429,201.1714286,23.59357143,8.661428571,14.547,1.827857143,10.04042857,1.998428571,5.516714286,0.643571429,4.816142857,0.702714286,6.124857143,1.267,87.48414286,0.004142857,1.175,336.9134286,2.280428571,22.81557143,36.3809658
GV003,18,19,6,1,12767.5612,0.33386,1.2551,5.09476,21.43472,0.1452,3.73422,2.52778,8.5138,3150.1926,81.223,42.9595,1.86425,1.706,136.41725,1154.8335,9.08265,31.089,37.4855,378.90225,1023.777,20.318,114.28525,2.32475,275.355,279.45775,50.70925,191.28475,27.45225,104.59325,1.09275,0.811,0.12475,12.4465,61.237,0.7735,3.56375,18335.367,750.09825,1037.752,80.5665,223.83475,24.76925,9.3115,14.818,1.81575,9.75625,1.9015,5.27375,0.6215,4.641,0.6765,5.8995,1.23475,95.149,0.004,1.164,325.3865,2.138,26.81575,35.74918618
GV003,19,20,6,1,12107.67788,0.320925,1.2587125,4.88765,21.23045,0.126175,3.7118125,2.501225,8.34475,3013.8275,80.101,43.16777778,1.914444444,2.027066667,181.5948889,519.5335556,8.514255556,32.33688889,46.33066667,767.2716667,1398.776222,20.60477778,103.6406667,2.347333333,277.8174444,294.6208889,53.12344444,215.6733333,27.40166667,105.9993333,1.252888889,1.166555556,0.128444444,12.928,46.27333333,0.880333333,3.647555556,19035.99311,754.2994444,991.1237778,74.71788889,207.4813333,22.98144444,9.163,14.04922222,1.782333333,10.01133333,1.993,5.546111111,0.658444444,4.852888889,0.717444444,6.454555556,1.222666667,99.88411111,0.004111111,1.192777778,340.3642222,2.261777778,22.20188889,38.86247089
GV003,20,21,7,1,18501.81663,0.322075,1.2945125,5.037675,20.9704625,0.122625,3.525425,2.5442125,8.832375,3088.2655,77.625875,40.53688889,1.856888889,2.311611111,94.55022222,491.9998889,8.2544,28.81033333,27.55211111,560.1191111,752.6802222,21.02455556,112.6287778,2.316666667,280.5431111,307.126,59.284,211.3014444,27.54366667,112.0967778,1.21,0.653888889,0.126111111,13.18211111,47.95822222,0.883444444,3.714222222,19396.11222,871.0494444,1163.996556,90.803,248.325,27.77844444,10.31266667,16.911,2.087555556,11.08488889,2.145777778,6.006111111,0.712555556,5.184333333,0.770666667,6.506222222,1.309888889,105.4704444,0.004444444,1.191555556,293.125,2.763555556,24.21655556,39.5809796
GV003,21,22,7,1,13081.10289,0.337288889,1.299277778,5.029911111,22.73011111,0.121666667,3.287255556,2.525244444,8.656,3168.337333,85.05577778,42.88211111,1.790888889,1.784833333,150.645,429.8952222,8.2501,32.36955556,54.71344444,479.0065556,1136.684889,20.57866667,128.5994444,2.265555556,277.2174444,295.4263333,53.71433333,212.9451111,28.08488889,115.5134444,1.093888889,1.253111111,0.125888889,12.52833333,75.86888889,0.890777778,3.670111111,19464.25644,756.7397778,1022.806,74.58555556,201.5851111,23.70566667,8.795333333,14.53611111,1.831888889,10.10411111,2.050444444,5.598333333,0.675333333,4.906222222,0.714222222,6.409111111,1.381666667,112.7033333,0.004333333,1.202888889,351.0908889,2.512,24.25744444,38.16734003
GV003,22,23,7,1,14678.52471,0.330357143,1.221157143,4.767371429,21.74171429,0.114457143,3.476285714,2.416171429,8.122285714,2977.622429,76.47071429,46.366,2.266,2.8582,109.668,1245.852,8.998,42.117,29.629,2904.119,817.303,19.591,140.447,2.64,284.797,336.751,79.403,196.21,29.876,178.771,3.022,0.653,0.156,20.658,70.719,1.244,4.359,23840.012,2003.739,2683.526,221.421,562.041,55.451,21.04,29.509,3.392,15.269,2.806,7.752,0.911,6.34,0.925,6.357,1.188,184.6,0.009,1.229,310.027,3.354,23.431,63.73494442
GV003,23,24,8,1,13762.91714,0.332257143,1.322657143,5.071342857,21.01888571,0.117028571,3.806514286,2.506057143,8.664142857,3001.430286,82.79185714,40.82175,1.95,2.3394625,133.291125,637.55275,9.122725,30.962125,42.530875,810.005375,1037.328625,21.210375,126.168,2.484375,281.664375,342.8885,59.113125,212.150125,29.380375,123.649625,1.426875,1.023,0.130125,15.31825,61.113875,1.0185,3.859,21315.11913,1113.367375,1535.8755,118.835,317.589375,33.7595,12.24,19.06375,2.3335,11.34525,2.224375,5.9075,0.709875,5.12575,0.73625,6.4985,1.325875,123.873,0.004625,1.18275,303.797,2.785625,23.346625,45.85484055
GV003,24,25,8,1,7912.99725,0.3361375,1.408575,5.2789125,23.0893,0.130975,2.8300375,2.7745,9.831875,3633.869,96.450875,29.976,2.08,1.4849625,48.710125,477.41025,9.81265,27.811,19.0175,377.979125,421.63875,21.086375,90.002875,2.369125,278.276625,292.495875,63.84325,241.931,28.984875,75.738375,1.0735,0.437125,0.116375,12.417625,42.25375,0.691125,3.56725,17582.196,846.34775,1217.768125,95.305625,258.20025,30.645625,9.319375,18.82225,2.3275,12.136375,2.324375,6.604875,0.77825,5.54325,0.818625,6.669,1.2975,68.171625,0.00375,1.098125,170.897375,1.95075,21.078625,33.73902711
GV003,25,26,8,1,16553.893,0.5014,1.3475625,4.957675,23.64445,0.1392375,2.6884625,2.3034625,8.95075,3423.114625,91.35625,29.1815,2.128875,2.9895875,70.813625,730.817,9.1532,36.17225,26.25,1106.2475,512.813375,20.229125,88.2095,2.407625,231.69025,324.30875,74.187125,264.78475,30.63725,97.788,1.522875,0.60975,0.118,13.922125,40.422375,0.90875,2.983625,13735.516,1079.495875,1454.380125,118.3735,311.672125,34.441125,13.053625,21.1205,2.55125,13.37575,2.59775,7.3795,0.89875,6.195375,0.92775,7.038875,1.353125,89.5415,0.00675,0.91325,158.997125,4.4925,27.8695,43.84982179
GV003,26,27,9,1,21146.9735,0.412666667,1.165083333,4.86065,25.47878333,0.127933333,2.772916667,2.38615,7.922333333,3045.906,81.58683333,27.49628571,2.044142857,3.557614286,69.23171429,512.9942857,8.287142857,28.77642857,24.80542857,766.9721429,492.2861429,18.959,96.92742857,2.350428571,232.7587143,352.9682857,70.25785714,265.9527143,31.30414286,123.3831429,1.441285714,0.687,0.124,16.02485714,42.244,1.111428571,3.261285714,14194.36671,1098.686286,1445.819,115.6167143,301.7712857,32.84314286,14.93714286,20.26885714,2.414714286,12.49385714,2.478857143,7.029,0.839428571,5.843571429,0.895428571,7.267571429,1.338857143,120.6265714,0.007857143,0.925857143,242.433,5.077285714,25.59057143,43.71573292
GV003,27,28,9,1,20735.11071,0.284242857,1.251642857,3.503928571,20.9192,0.1269,3.431942857,1.5614,8.174857143,2761.162,84.65028571,33.65977778,2.366666667,2.756644444,61.27022222,1345.147,12.59545556,38.92588889,23.24644444,868.0013333,448.9303333,18.10266667,62.11533333,2.215333333,196.0885556,274.033,61.98833333,222.6786667,30.88111111,85.21122222,1.388111111,0.452555556,0.174111111,18.03844444,24.48888889,1.094,3.107888889,7025.774,903.1282222,1231.376667,98.49388889,261.2883333,29.149,11.059,18.45255556,2.249333333,11.36033333,2.243222222,6.104888889,0.731,5.146555556,0.782888889,6.238,1.113222222,75.61755556,0.007222222,0.916111111,195.4092222,3.905444444,20.80177778,38.70511358
GV003,28,29,9,1,21399.71763,0.3269625,1.032475,4.38335,21.39965,0.128325,3.262175,2.1828,7.5865,3010.973875,81.238125,26.04155556,2.033666667,2.701622222,63.67244444,713.8182222,9.486677778,29.15622222,22.425,759.2871111,454.2201111,19.77677778,87.97566667,2.361888889,226.1044444,332.4642222,67.426,257.585,30.33933333,102.1762222,1.354666667,0.532333333,0.120777778,14.99033333,37.20144444,1.010444444,3.012444444,15475.32244,1072.183667,1432.021444,114.5498889,293.7013333,32.30488889,13.65188889,19.92422222,2.437,12.494,2.346555556,6.689555556,0.794333333,5.591222222,0.848333333,6.896555556,1.295888889,103.2477778,0.006222222,0.930666667,211.7115556,3.468222222,24.84133333,42.48533034
GV003,29,30,10,1,11718.776,0.340875,1.0191,5.01245,20.289775,0.1117,3.781175,2.476775,7.37175,2784.80525,74.58025,30.35183333,2.076166667,1.36675,49.6915,571.9985,10.21998333,28.77766667,20.28416667,642.209,412.9805,21.15083333,61.76533333,2.439833333,266.7125,269.9606667,55.9305,218.3191667,28.124,72.16566667,1.263333333,0.371166667,0.118,12.61266667,25.022,0.767666667,3.3015,14513.069,944.7476667,1341.918667,106.3098333,284.9685,31.3515,8.996,18.0085,2.201833333,10.883,2.108333333,5.782166667,0.682,4.954333333,0.719,6.460166667,1.172333333,71.7595,0.003833333,1.024666667,161.384,1.546166667,21.9785,34.70714285
GV003,30,31,10,1,9250.748,0.3034,1.6321,5.814266667,24.28995,0.106583333,2.68005,2.89775,11.40016667,3677.111,95.21183333,39.07942857,2.120857143,1.8809,113.1907143,1088.826571,8.535871429,31.19528571,33.96985714,928.823,1002.923714,21.16442857,100.8605714,2.488285714,288.5668571,319.9775714,67.25528571,236.199,29.22814286,103.3074286,1.495428571,0.907857143,0.124428571,13.70714286,42.718,0.889571429,3.811142857,18153.558,1043.567286,1425.436429,107.6745714,293.1687143,32.41142857,11.24757143,19.85785714,2.436,12.67685714,2.4,6.879571429,0.802,5.731142857,0.852,6.865285714,1.369142857,100.8667143,0.005285714,1.197714286,156.008,2.341,21.83185714,39.99494673
GV003,31,32,10,1,13927.5725,0.2768625,1.4759875,5.183675,22.91185,0.1158625,3.08905,2.542925,10.0025,3551.248875,91.839125,33.11277778,2.125222222,2.119633333,58.87855556,743.4515556,9.406655556,28.48633333,21.275,512.2788889,488.9571111,21.15911111,91.68244444,2.474666667,275.0967778,301.8573333,64.96777778,243.3558889,29.566,84.21077778,1.167222222,0.502888889,0.124333333,12.98266667,39.054,0.746111111,3.563555556,16776.88322,953.9277778,1317.565222,106.5331111,292.0142222,32.73433333,10.85922222,19.61611111,2.386444444,12.21888889,2.341555556,6.499888889,0.772555556,5.513555556,0.823,6.745777778,1.288,82.47588889,0.003777778,1.099,176.0065556,2.365666667,22.74777778,36.94355353
GV003,32,33,10,1,15124.983,0.293933333,1.386966667,5.16265,22.92271667,0.119516667,3.207933333,2.559816667,9.235333333,3286.592667,81.80766667,41.556,2.036,2.998642857,133.881,950.5757143,8.8463,32.82585714,33.26157143,954.5761429,1082.579571,20.55114286,116.144,2.506428571,281.0268571,336.05,70.34085714,240.4854286,29.92514286,131.0782857,1.439285714,0.851857143,0.131857143,14.72728571,50.429,1.025857143,3.804285714,19037.06286,1092.792857,1462.721714,115.8994286,319.668,34.52428571,13.45957143,20.637,2.527714286,12.75485714,2.452714286,6.782428571,0.806428571,5.702428571,0.856142857,7.001571429,1.321285714,127.3495714,0.006142857,1.175285714,271.934,3.790142857,22.89728571,46.82192577
GV003,33,34,11,1,9536.974286,0.353257143,1.210371429,4.8978,21.9273,0.125085714,3.6631,2.516814286,8.049,3116.953429,80.70242857,43.98133333,1.917666667,1.921777778,212.2664444,638.1121111,8.8401,34.88311111,55.02566667,1261.580111,1697.115556,19.785,89.74477778,2.248444444,265.0867778,250.9008889,56.26322222,205.8493333,26.95922222,132.2265556,1.365111111,1.464444444,0.131666667,11.83622222,37.68544444,1.015,3.528888889,13877.55356,838.8925556,1175.380222,88.96122222,237.8842222,25.69977778,9.681333333,16.31088889,2.016,10.81266667,2.090555556,5.718,0.674111111,4.958,0.727,6.315888889,1.243,117.3201111,0.004222222,1.165111111,333.3523333,1.883555556,23.52311111,41.96086571
GV003,34,35,11,1,14695.34733,0.3125,1.276244444,4.8757,21.10875556,0.126311111,3.899922222,2.5184,8.388555556,3050.750778,82.03611111,45.58955556,1.965333333,2.727911111,243.2775556,599.7237778,8.586488889,35.34711111,67.79866667,745.0048889,1843.983889,20.95822222,123.7565556,2.203888889,271.4792222,267.0288889,59.17588889,195.1232222,28.07255556,125.2317778,1.292777778,1.743777778,0.133111111,12.95366667,67.05966667,1.03,3.622444444,15990.34344,857.7794444,1182.305222,89.37555556,235.7892222,25.71222222,9.603888889,16.05122222,1.972666667,10.87022222,2.089555556,5.873222222,0.678888889,5.017333333,0.759777778,6.086444444,1.259888889,129.2267778,0.004666667,1.201222222,375.6283333,3.352222222,23.93466667,42.8903355
GV003,35,36,11,1,14439.351,0.2880375,1.3250375,5.252225,21.135625,0.1306,3.701275,2.5928125,8.683,3096.034,81.59825,46.04866667,1.924222222,2.407211111,237.143,737.2752222,8.8061,36.41333333,73.841,835.6823333,1769.952778,20.66855556,141.9113333,2.194111111,268.0916667,279.8792222,59.01611111,190.5947778,27.73622222,142.1237778,1.426777778,1.889888889,0.130111111,12.83977778,92.66488889,1.058,3.592,18067.25078,842.4891111,1132.378556,82.93588889,221.0798889,24.39966667,9.919222222,15.32744444,1.901111111,10.66122222,2.127888889,6.043888889,0.697777778,5.135888889,0.750555556,6.016333333,1.215555556,134.8165556,0.005555556,1.201444444,385.2013333,3.531,27.463,43.1475416
GV003,36,37,12,1,12423.86,0.27755,1.296075,5.0524,21.2429,0.116875,3.7412,2.54375,8.69675,3001.1285,78.539,45.383,2.056,3.0046,177.4862,968.866,9.25912,34.7142,49.9582,751.4842,1335.6462,21.1354,118.9558,2.4448,274.1182,291.4722,59.8064,198.3624,28.8402,127.4078,1.548,1.2316,0.136,14.7126,51.0786,1.024,3.6802,18831.0406,1156.797,1560.7752,122.0034,315.0774,33.6962,13.5414,19.2784,2.3224,11.5634,2.1606,5.879,0.7036,5.0514,0.7454,6.2216,1.283,134.5132,0.0056,1.1824,335.0864,3.5346,22.862,45.79336616
GV003,37,38,12,1,14505.83543,0.283242857,1.296528571,5.180671429,21.25834286,0.116642857,3.873714286,2.555257143,8.386285714,2960.732,85.48457143,45.477,2.063,2.87405,167.086125,1151.813375,9.58795,36.39325,44.688625,698.101625,1277.604,20.88075,119.949875,2.436375,278.3535,300.108,61.562875,197.224875,28.423625,119.708125,1.360875,1.077375,0.133875,14.760375,55.007,0.94625,3.679875,18813.58913,1079.520125,1450.0455,113.138875,309.2595,33.119875,12.50675,18.929625,2.314,11.453625,2.21525,5.980375,0.7065,5.1235,0.757875,6.18575,1.213375,121.41925,0.005125,1.16275,333.056125,3.207125,23.183625,44.78691956
GV003,38,39,12,1,23595.94114,0.2564,1.469457143,5.703442857,24.5149,0.134628571,2.8347,2.6577,9.755285714,3408.573,91.90028571,43.8015,2.0595,3.48415,117.70875,985.251125,8.4485625,33.74125,35.282875,788.200625,914.048375,20.28325,111.50675,2.550375,279.414125,331.749,72.590625,267.51325,31.20025,133.59,1.507,0.801,0.133125,15.7715,48.8725,1.1125,3.890125,19224.64363,1164.882375,1516.76325,123.02875,332.443625,36.308375,15.559125,22.06875,2.64975,13.064,2.52725,6.968375,0.830625,5.80175,0.87575,7.406875,1.392,129.42025,0.00675,1.172125,290.639625,4.380625,27.348625,45.74090882
GV003,39,40,12,1,23860.8515,0.33425,1.694225,6.475575,28.1536,0.14965,1.935325,3.96085,11.37,4152.44725,101.71925,29.638,2.2304,3.96152,46.4824,780.771,6.76052,26.435,21.0418,616.462,363.946,19.6318,103.7906,2.5194,280.7008,324.7124,89.8326,342.9852,32.2132,118.8286,1.4508,0.4732,0.1102,15.203,47.57,1.1242,3.3544,18241.6642,1225.577,1525.3518,119.0952,309.2148,34.9268,17.9826,22.5428,2.8426,15.3874,3.112,8.8594,1.1116,7.4888,1.124,8.3626,1.6248,118.496,0.0076,1.0318,100.5638,5.489,30.1798,45.3188796
GV003,40,41,13,1,31471.506,0.338475,1.68065,5.5604625,26.93915,0.1570625,2.000825,2.907,11.156875,3832.833125,103.00025,29.773,2.148625,4.010125,53.380375,1430.75975,6.9057125,28.0795,21.550125,469.685,390.4485,19.285375,81.271375,2.317625,233.675625,300.071,83.034875,320.618125,32.3465,104.172375,1.265125,0.4405,0.1125,14.282125,35.975,1.09525,3.10625,13411.1615,1007.90025,1202.61275,94.435375,249.10225,28.971125,16.998125,19.8695,2.5235,14.360375,2.896125,8.322625,1.0375,7.01275,1.058875,8.16125,1.57775,112.309875,0.0075,0.97525,135.823125,5.037375,27.53025,42.10838327
GV003,41,42,13,1,34440.19744,0.351988889,1.697066667,6.164877778,29.58156667,0.167588889,1.751111111,3.157022222,11.29088889,4034.352333,106.3334444,32.37211111,2.098444444,3.994566667,60.00088889,1066.494111,6.4015,26.907,29.52,443.7852222,438.86,20.31688889,86.58677778,2.308333333,278.2311111,306.1332222,83.66422222,334.2072222,30.66744444,105.8722222,1.196111111,0.731666667,0.113444444,12.53777778,39.183,1.022555556,3.629555556,12964.52833,1040.619778,1240.672444,99.047,249.9094444,29.58322222,16.80244444,20.46311111,2.527888889,14.32622222,2.918222222,8.470666667,1.048222222,7.141333333,1.078777778,8.394666667,1.577444444,104.875,0.007222222,1.131444444,147.2621111,5.350888889,29.15655556,40.53691758
GV003,42,43,13,1,22755.58243,0.323885714,1.681528571,5.785342857,25.26135714,0.143842857,2.558628571,2.830328571,11.29457143,3718.865,101.4121429,40.75971429,2.084857143,3.772557143,133.4337143,1249.897286,7.539957143,33.44042857,26.08814286,540.7251429,1149.931286,21.26285714,92.30814286,2.382,284.385,279.2777143,73.36,243.5738571,29.50771429,110.9562857,1.079142857,0.569857143,0.129142857,13.25471429,39.46742857,0.922285714,3.654,15128.34686,1023.783286,1226.021571,92.04271429,236.958,27.65728571,13.28485714,18.826,2.297428571,13.04242857,2.484571429,7.251,0.848428571,5.984428571,0.935571429,7.053857143,1.417714286,108.7082857,0.007142857,1.158857143,230.8035714,4.846285714,23.74728571,42.57910465
GV003,43,44,14,1,19160.119,0.309514286,1.6595,5.587614286,23.72315714,0.135671429,3.012228571,2.682614286,11.00842857,3623.672857,99.48942857,44.25914286,2.065714286,3.704942857,216.2337143,867.6447143,7.695885714,33.58214286,45.27228571,618.8468571,1678.465714,21.15042857,96.41385714,2.389142857,274.6264286,247.4737143,72.71357143,209.9762857,29.64742857,104.0537143,1.300857143,1.179,0.132428571,13.46885714,41.041,0.934571429,3.654428571,13555.30314,1094.991857,1339.612571,102.5684286,265.9157143,29.07457143,12.93328571,19.66971429,2.356571429,13.14485714,2.400285714,7.045857143,0.815857143,5.812571429,0.918142857,6.553714286,1.422142857,110.8442857,0.007,1.169714286,348.0182857,5.077714286,25.72885714,45.82444132
GV003,44,45,14,1,19365.187,0.357322222,1.683744444,5.583844444,23.8952,0.1369,2.933211111,2.6757,10.879,3622.226778,100.2252222,45.83122222,1.989333333,3.735422222,244.1697778,1038.225667,7.624966667,37.16577778,78.95366667,728.2176667,1848.477444,20.51222222,152.636,2.343,266.093,279.4647778,70.35677778,224.8911111,30.33644444,132.2426667,1.472333333,1.817888889,0.132111111,14.21422222,93.08811111,1.019888889,3.682111111,17120.02544,1087.267111,1292.373778,97.62711111,248.3906667,27.61022222,12.89022222,18.52288889,2.222888889,12.62355556,2.362777778,6.939333333,0.816333333,5.620888889,0.884888889,6.842555556,1.461222222,133.6883333,0.007777778,1.193,390.4441111,6.144111111,28.94644444,48.42090974
